clliche	ምስለ-,ቀረፃ
colour key	የቀለም ጥራት ማንዐሪያ
colour separation	ንጥለተ-ቀለም
composition	ቅንብር
compositor	አቀነባባሪ
copyholder	የእርም አናባቢ
corrector of the press	ሕትመት አጥሪ
covering cutting blade	ሽፋን
cutting blade	መቁረጫ ምላጭ
cutting guide	የመቁረጫ ማስተካከያ
D	
duplicating	ማባዛት
F	
film	ፊልም
flank	የጎን ድጉስ
fore-edge	የፊት ጠርዝ
format	የእትም ቅርፅ
frame	ቢጋር
front board	የፊት ሽፋን
G	
galley	የለቀማ ረቂቅ
galley proof	የለቀማ እርማት
Gum, Cola	ሙጫ፡ ኮላ
H	
handwheel	የእጅ መዘውር
head	የራስጌ ድጉስ
head band	የራስጌ ጌጥ
head cup	የራስጌ ሽፋን
hot type	ልቅም ጽሑፍ (ለለቀማ ሕትመት)
I	
impression 	ቀረፃ
ink	ቀለም
J	
joint	መጋጠሚያ
letter press	ጥንታዊ ማተሚያ (ለለቀማ)
linotype	ሊኖ ትየባ
lower case	ትንሽ ፊደል
M	
margin	ሕዳግ
misprint	የእትም ሰህተት
monotype	ሞኖ ትየባ
mounting, striping	ገጽ መዘርጋ
N	
Neck	አንገቴጊ ድጉስ
O	
offset press	ዘመናዊ ማተሚያ፤ኦፍሴት
P	
page proof	የገጽ እርማት
paper back	የወረቀት ጥራዝ
pasting	መለጠፍ
plate	ብራና አስተኔ፤ፕሌት
point, core	የፊደል መጠን
pressing	መደጎስ
pressing board	የመጫኛ ሳንቃ
printer	አታሚ
printing  	ማተም
printing machine	የማተሚያ መኪና
printing press	ማተሚያ ቤት
production	አላባ፤ ምርት
proof  	የመፈተኛ እትም
proofreader	አራሚ
R	
raised band	የድግስ ጉብታ
S	
saddle stitch	ኮርቻ ሰፊት
sawing	መቁረጥ
sewing	መስፋት
sewing frame	የመሰፊያ ክፈፍ
sorting 	ማሰባጠር
spine	የመጽሐፍ ደንደስ
T	
tail	የግርጌ ድጉስ
rail edge	የግርጌ ጠርዝ
top edge	የላይ ጠርዝ
trimming	ላፈፍ
U	
upper case	ትልቅ ፊደል
V	
vekkum, parchment	ብራና
Mass Media-መገናኛ ብዙኃን	
radio & Television-ሬዲዮና ቴሌቪዥን	
A	
actuality	እርግጥ ነገር
ad-lib	ተጨማሪ
add	ተጨማሪ ቅፅ
adjacency	ቀጣይ
advance	ቀቅደመ ሁኔታ
amplifier-Loudspeaker	ድምፅ ማጉያ
amplitude	ዘለግታ
Ams	የጠዋት እትም ጋዜጣ
announcement, Bulletin	መግለጫ፤ማሰታወቅያ
announcer	የሬዲዮ ተናጋሪ
antenna	አንቲና
artistic broadcast	ኪነ-ጥበባዊ ዝግጅት
atom	አተም
audience	ተደራሲ
audio frequency	የድምፅ እርግብግቢት
audition	የድምፅ ሙከራ
B	
backlog	የቅድሚያ ዝግጅት
background	አጃቢ ድምፅ
balanced sentence	ማስተካከል
band	መስመር፤ባንድ
beam	ወጋገን
bite, sound cutbridge music	ቆረጣ
bright	ደሴ ዜና
broadcast	ስርጭት
C	
camera	መቅረፀ-ምስል፤ካሜራ
carrier	አዛይ
cathode ray tube	ባለ ጨረር ወና ቀስም
cinema	ሥነ-ራዕይ፤ሲኒማ
circuit	እትብ
comment	ትችት
commentary	ሐተታ
commentator	ሐተተ አቅራቢ
communication	መገናኛ
continuity	ማያያዝ
continuity announcer	አስተናጋጅ
control room	መቆጣተሪያ ክፍል
CQ	ጥቁም ሁንታ (ለጽሑፍ)
credit	ዋጋ መስጠት፤ማመሰገን
cue	ምልክት
cue in	ቀዳሚ ምልክት
cue out	ዳህራይ ምልክት
current	የኤሌትሪክ ጅረት
D	
dad	ቅጁ (የድምፅ)
dead studio	ድምፀ-ከል መካን
dead wood	ጉንጭ አልፊ (ለዜና)
delete	መሰረዝ
detector	ነጠይ
documentary film	ዘገቢ ፊልም
dot	ነጠብጣብ
dry run	ሙከራ
E	
editing the tape	ገረዛ
educational broadcast	ትምህርታዊ ዝግጅት
electro-magnetic wave	የኤሌትሪክ መግነጢሳዊ ሞገድ
electron	ኤሌትሪክትሮን
element	ንጥረ ነገር
energy	ጉልበት
entertainment	መዝናኛ
F	
fade in	አሰገባ (ድምፅ)
fade up	ከፍ አድርግ (ድምፅ)
file	መላክ፤ማስተላለፍ
film camera	ሲኒማ ማንሻ
film projector	ሲኒማ ማሳያ
flash	የዐብይ ጉዳዮችጥንቅር
follow up	ተከታይጥንቅር(ዜና)
freelance	ቀንተኛ
frequency	ደግግሞሽ
frequency	አውድ
H	
headline	አርእስተ-ዜና
holder under	ዝቅ አድርግ (ድምፅ)
horizontal	አግድም
I	
information	መረጃ
interview	ቃለ- መጠይቅ
interviewee	ቃለ  -መጠይቅሰጪ
interviewer	ቃለ -መጠይቅ አድገ
J	
jam	እገተ -ድምፅ
journalist, News man	ጋዜጠኛ
journalistic broadcast	ጋዜጠኛዊ ዘዝግጅት
L	
leader tape	የቴፕ ክር ጫፍ
libber	ስም ማጥፋት (በብዙኋን መገናኛ
listener	አድማጭ
live studio	ድምፅ አማጭመካን
live transmission	ቀጥታ ስርጭት 
M	
magazine program	መጽሔታዊ ዝግጅት
magnet	መግነጢስ
magnetic field	መግነጢሳዊ ኋይል
mass media 	መገናኛ ብዙኋን 
media, News media	ዜና ማሰራጫ
medium wave	መካከለኛ ሞገድ
microphone	ድምፅ መጥለፊያ፡ ማይክሮፎን
 modern	አዳባይ
monitor	ቀረፃ አስተኔ
Mos	ድምጽ አልባ ፊልም
motion picture	ተንቀሳቃሽ ፊልም
movie theater	ሲኒማ ቤት
movie, Film	ፊልም
N	
necrology	ዜና እረፍት 
news	ዜና
news conference	ጋኤጣዊ ጉባዔ
Newscast	ወሬ
O	
obityart, obit	የኅዘን መግለጫ
off mike	ርቀተ- ድምፅ መጥለፊያ
on mike	ቅርበተ-ድምፅ መጥለፊያ
one-shot	ዕለተኛ ዜና
open mike	ህልው ድምፅ መጥለፊያ
P	
PMs	የምሽት እትም ጋዜጣ
pose	አረፍት
precede	ቀዳሚ መግለጫ (ለዜና)
primary	ቀዳሚ መግለጫ (ለዜና)
production	ቀቅንብር
production director	የዝግጅት መሪ
program	ክፍለ- ጊዜ
program production	ዝግጅት ቅንብር
promo	መግቢያ፡ የቅድሚያ ማስታወቂያ
promulgation	እወጃ
	ማስታወቂያ
pronouncement	የሕዝብ አስተያየት 
public opinion	ትርታ
pulse	
R	
radio	ሬድዮ
radio station	ሬድዮ ጣቢያ
reading speed	የአነባበብ ፈፍጥነት
receiver radio	ተቀባይ ሬድዮ
record player	የሸክላ ማጫወቻ
recording	ቀረፃ
reel	ጥቅል የቴፕ ክር
reel tape	ጥቅል ቴፕ፡ሪል ቴፕ
reporter	ዘጋቢ
rip and read	እንደወረደ ንባብ
roundup	ማጠቃለያ (የዜና)
running story	በመተረክ ይ ያለ ታሪክ
S	
scanning	ደረጃ ጥበቃ
screen	ግርዶሽ
script	ጽሑፍ
series	ተከታይ ትረካ
short-wave	አጭር ሞገድ
signal	ምልክት
silent movie	ድምፅ አልባ ሲኒማ
sound on film	በፊልም የሚሰማ ድምፅ
sound on tape	በቴፕ የሚሰማ ድምፅ
sound wave	የድምፅ ሞገድ
source	የዜና ምነጭ
speech	ንግግር
splicing	መለጠፍ፡ ማያያዝ
standby	ዝግጁ
stereophonic	ግልባጭ ድምፅ
straight news	ቀጥተኛ
T	
tape	ቴፕ
tape recorder	መቅረፀ - ድምፅ ፡ቴፕ ሪኮርደር
tease	ማራኪ ዜና
technician	ቴክኒሺያን
telecom	ቴሌቪዥን 
transmission	መማሰራጨት፡ ማስተላለፍ
TV receiver	መቀበያ  ቴሌቪዥን
V	
vacuum tube	ወና ቀሰም
vertical 	ሽቅብዮሽ
voice level	የድምፅ መጠን
voice media	የድምፅ ዜና ማሸራጫ
voicer	ተናጋሪ
voltage	የኤሌትሪክ ግፊት
volume control	የድምፅ መጠን መቆጣጠሪ
Vu meter	ዪድምፅ መለኪያ
W	
wave	ሞገድ
Press- ፕሬስ	
A	
actual malice	ክፉ ልቦና
advertisement	ማስታወቂያ
advertising	የማስታቂያ ሥራ
agitation	ቅስቀሳ
angle	አንፃር ዜና
annual	ዓመታዊ እትም
article	መጣጥፍ 
associate editor-chief	ተባባሪ ዋና አዘጋጅ
attribution	ዋለዮ
B	
body	አውደ ሐተታ 
boil down	አኅጽሮተ-ዜና
breaking news 	ትኩስ ዜና
Brief	አጭር መግለጫ
brochure	መጽሔት አስተኔ
budget, schedule	የዐበይት ታሪኮች ዝርዘር
bulldog	በኩር እትም 
bulletin	አነስተኛ መጽሔት 
byline	የፀሐፊ ስም
C	
cable-ese	ምጣኔ ቃላት 
caption	መግለጫ ጽሑፍ (የምስል)
caricature	ምዐታዊ ሥዕል
chain	በባንዳበር ጋዜጦች
city desk 	የከተማ ዜና ክፍል
clip	ቀዶ ማውጣት (ጽሑፍን)
cold type	ትይብ ጽሑፍ (ለሕትመት የተዘጋጀ)
column	አምድ
communique	መግለጫ 
composing room	ቅድመ-ሕትመት  ዝግጅት ክፍል
copy editor	ገጽ አርታዒ
copy reader	ገጽ አራሚ
correspondent	ጦማረኛ፤ የዜና ወኪል
cover	ማጠናቀር
crop	ማሳጠር፤ ማሳነስ (ፎቶግራፍ)
CRT	ታይታ (ኮምፒውተር)
cub	ትርምቡሌ፡ጀማሪ (ለጋዜጠኛ)
cut line	ቀቅጅ ገጽ
D	
Daily	ዕለታዊ እትም
Dateline	ቀን ጥቁም መክፈቻ (ለዜና)
Deadline	የመጨረሻ ሰዓት
Deep background	ንጥፈታቤለሽ ዳራ
Desk	ክፍል (የዜና)
Developing	ያልቋጨ ዜና
Dig	በጥልቅ መዘገብ
Dingbat	ነቁጥ
dispatch	ደብዳቤ አስተኔ
Documentary article	ዘጋቢ መጣጥፍ 
Documentation section	ቤተ- መዛግብት
Dummy	ምስል አስተኔ
E	
Ears	እራስጌ ማዕዘናት (የጋዜጣ)
Edit	ማዘጋጀት
Edition	እትም
Editor	አዘጋጅ
Editor- In -chief	ዋና አዘጋጅ
Editorial	ርዕስ አንቀፅ
Editorial office	የዝግጅት ክፍል
F	
Feature article	አዘዝናኝ መጣጥፍ 
filed report	የመስክ ዘገባ
Filed reporter	የመስክ ዘጋቢ
filler	የገጽ መሙሊያ
free press	ነፃ ፕሬስ 
freedom of information	መረጃ  የማግኘት  ነፃነት
G	
Glossy	ልስልሴ (ፎቶግራፍ፡ ወረቀት)
Government press	የመንግስት ፕሬስ
graph (slang for paragraph)	አንቀጽ
Gutter press	እዳሪ ፕሬስ
H	
Heading	ርዕስ 
hell box	ቆሻሻ መጣያ ቅርጫት
Hoax	የፈጠራ ወሬ
Human -interest story	ሰብኛ ታሪክ
Hype, pipe	ግሽቤ ታሪክ
I	
Information	መመረጃ
Information desk	የመረጃ ክፍል
Insertion	ኋላፍ
Installment	ተከታታይ አትም
Inverted pyramid	ወለልተላይ ጽሑፍ
Investigative reporting	ምርመራዊ አዘጋገብ
J	
Journal	ሙያዊ መጽሔት 
Junket journalist	እንቶፈንቶ ጋዜጠኛ
K	
Kill	ውድቀት ዜና (ከስርጭት፡ ከሕትመት)
L	
Lead	መረሪ አንቀጽ
leading article	ዐብይ መጣጥፍ
M	
Magazine, periodical	መጽሔት
Managing editor	አቃቤ ዘግጅ
Manifesto	መግለጫ
Masthead	የአዘጋጆች ስም መጻፊያ ቦታ
Monthly	ወርሃዊ
Morgue	ቤተ- ጋዜጦች
N	
News digest, News summary	ምጥን ዜና
News hole	መካነ ዜና
News room, city room	የዜና ክፍል
News paper	ጋዜጣ
Night editor	የሌሊት አዘጋጅ
Not for attribution	ምንጨ- ስውር ዜና
Notice, board, Bulletin board	የማስታወቂያ ሰሌዳ
O	
Off the record	ፀሐይ ከልክል (ዜና፡ መረጃ)
Official gazette	ነጋሪት ጋዜጣ
P	
Pad	ዘዜናን ማስፍት
page	ገጽ
page editor	ገጽ አዘጋጅ
pamphlet	በራሪ ቅጂ
paper boy	ጋዜጣ ሻጭ
photo journalism	የፈፎቶ ጋዜጠኝነት
photo reporter	ፎቶ ዘጋቢ
photograph	ፎቶግራፍ
photograph section	ፎቶግራፍ ክፍል
play	ትኳሬ ይዘት (በዜና)
polemics	ክርክር
pool	አጃቢ ጋዜጠኛ፡ ጋዜጠኞች
press	ጋዜጦች፡ ጋዜጠኞች 
press conference	ጋዜጣዊ ጉባዔ
press media	የእትመት ዜና ማሰራጫ
press release	ጋዜጣዊ  መግለጫ
press run	የቀጅ ብዛት
propaganda	ፕሮፓጋንዳ
public figure	ታዋቂ ሰው
public information officer	የሕዝብ መረጃ መኮንን
public relations	የሕዝብ ግንኙነት 
publicist	የዜና ወኪል
publicity	የንግድ ማስታወቂያ
publish	ማተም (ዜና)
Q	
Quarterly	ሦስት ወራዊ
R	
Report	ዘገባ
Reporter	ዘጋቢ
Reptile journalist	ወስዋሴ ጋዜጠኛ
Reptile press	ወስዋሴ ፕሬስ
Review	አቃቂር
Reviewer	አቃቂረኛ
S	
Shield laws	መከላከያ ሕግ (የጋዜጠኛ)
sidebar	መናጆ ዜና
slug	ተግታ (የዜና)
snippet article	ዘጭር መጣጥፍ
special correspondent	ልዩ ጦማረኛ
special coverage	ልዩ ዘገባ
spike	ማገት (ዜናን)
spokesman	ቃል አቀባይ
staffer	ባልደረባ 
story	ዜና (ማንኛውም)
stringer	ተመላላሽ ጋዜጠኛ
subscriber	የገጋዜጣ ደንበኛ
subscriber	
T	
Tabloid	እንጉት ጋዜጣ፡ ታብሎይድ
Take	ነጠላ ገጽ ቅጅ (የጋዜጣ)
Teamwork	የቡድን ሥራ
Typo	የገጽ አቀማመጥ ስህተት
W	
Weekly	ሳምንታዊ እትመት
Y	
Yellow journalism 	አጀብኛ ጋዜጠኝነት
MULTI -PURPOSETERMS -	ሁለገብ ሙያዊ ቃላት
A	
Absolutism	ፍፁማዊነት
Abstract term	ረቂቅ መጠሪያ
Accent	የሚደመጡ ሆሄያት አስዳደር
Adventuresome	ጀብደኝነት
Aesthetic	ሥነ-ውበት፡ ሥንኪን
Aesthetic value	ሥኘ- ውበታ እሴት
Amateur	ረጋ ሠሪ፤ አማተር
Analogy	ምስያ
Animism	ነፍሳዊነት
Anonymous	ሰሙ ያልታወቀ (ደራሲ)
Anthology, collection	መድብል፡ስብስብ
Antithesis	ተቃርኖ
Anthropology	ሥነ- ሰብዕ
Argot	ልዩ ንግር
Argumentative	አከራካሪ
Art	ኪነ- ጥበብ
Artisan	ጥበበኛ
Artistic	ኪነናዊ፤ ጥበባዊ
Author	የማንኛውም ጽሑፍ ደራሲ
B	
Background	ዳራ
Ban	የኪነ -ጥበብ ውጤቶች እገዳ
Bas Bleu {F}	የሥነ- ጽሑፍ ሴት
Beauty	ውበት
BI- lingual	ልሳነ- ክልዔ
C	
Center	ማዕከል
Chef-d' Oeuvre{F}	ታላቅ ቅርስ፤ ማስተርፒስ
Church language	የከካህን ቋንቋ
Classification	መደላድል
Clericalism	ደብተራዊነት
Cognition	ሰአስተውሎት
collection	ስብስብ
composition	ድርሰት
conception	እሳቤ
concordance	የቃላት ዝርዝር
concrete term	ከቻርጌ መጠሪያ (ዳ.ወ.)
conscience	ሕሊና
conscious	ንቁ
consciousness	ንቃተ- ሕሊና
consonant	ተናባቢ
contemplation	ነጽሮት
conversational style	የቃል ንግግር ስልት
Creative	የፈጠራ ችሎታ ያለው
Creative writing	የፈጠራ ሥነ- ጽሑፍ
Creativity	ፈጠራ
Creole, pidgin language	የጋራ መግባቢያ ቋንቋ
Critic	ሃያሲ
Critical analysis	ሂሣዊ ትንታኔ
Critical reading	ሂሣዊ ንባብ
Criticism	ሂስ
D	
Definition	ብያኔ
Dialect	ዘዬ
Dialect	የአነጋገር ዘዬ
Direct quotation	ርቱዕ ጥቅስ
a Doctrine	አስተምህሮ
Document	መረጃ  የማግኘት  ነፃነት
Draft	ረቂቅ ጽሑፍ
E	
Economy of expression	ብሂላዊ ቁጥብነት
Emphasis	ትኩረት
Encyclopedia	አውደ -ጥበብ
Epigraphist	የጥኝት ጽሑፍ ተምራማሪ
Ethics	ሥነ- ምግባር
Etymology	መሠረተ አመጣጥ፡ ሥርው
Experience	ገጠመኝ
Extremism	ጽንፋዊነት
F	
Formalism	ቅርጻዊነት 
Frame	ቢጋር
Furor Loquendi {L}	አፍቅሮተ ንግግር
Furor  scribendi {L}	አፍቅሮተ ጽሕፈት 
G	
General	ምክንያታዊ ተዛምዶ
General term	የወል መጠሪያ
Grammar	ሰዋስው
H	
Humanism	ሰብዓዊነት
I	
Idea	ሐሳብ
Ideal	እደርስበት (ሰ.መ.)
Idealism	ሐሳባዊነት
Identity	ማንነት
Ideology	ርዕዮተ ዓለም
Imitation	ኩረጃ
Informal language	ኢ- መደበኛ ቋንቋ
Inspiration	አፍሎ፤ መጣልኝ (ሰ.መ)
instinct	ደመ-ነፍስ
institute	ተቋም
Intelligentsia, scholars	ምሁራን
Interaction	መስተጋብር
L	
Language Academy	የቋንቋ አካዴሚ
Laureate	የተከበረ
Lexicon, Dictionary	መዝገበ -ቃላት
Librarian	ዐቃቤ መጻሕፍት
Library	ቤተ- መጻሕፍት
Logic	ሥነ- አመንክዮ፡ ተጠየቅ
M	
Methodology	ሥኘ -ዘዴ
Moral satisfaction	መንፈሳዊ ሀሴት
Mother tongue, Native language	የእናት ቋንቋ
Multi- lingual, polyglot	ልሳነ - ብዙ
Museum	ቤተ -መዘክር
Mysticism	ተማልሏዊነት
N	
Natural laws	የተፈጥሮ ሕግጋት
Nom de guerre {F}	የብዕር ስም
Novice writer	ጀማሪ ደራሲ
O	
Objective	እጅብጅ፤ ነቢባዊ አልሞ (ሰ.መ)
Observation	ምልከታ
Oral narration	የቃል ትረካ
Orator	የቃል ንግግር አዋቂ
Origin	የትመጣው
Original	ወጥ
Orthography	የቃላት አጻጻፍ
P	
Parody	
Particular term	እየቅል መጠሪያ
persuasion	ማገግባባት
phenomenon	ክስተት
phonetics	የድምፅ- ልሳን ጥናት
phraseology	አነጋገር
plagiarism	የፈጠራ ሥራ ስርቆሽ
plaintive -song	የሐዘን እንጉርጉሮ
practice	ተግባር
pragmatism	ገቢራዊነት
professional	ባለሙያ
professional associations	ሙያ ማኅበራት
provocation	ትንኮሳ
pseudonym, pen name	የብዕር ስም
psychological make -up	ሥነ- ልቦናዊ ዝግጅት
psychology	ሥነ- ልቦናዊ ዝግጅት
purist	የቋንቋ  ጥራት ደጋፊ
purpose	ግብ
R	
Reality	እውነታ
reason	አመንክዮ
Reflection	ነጸብራቅ
Role	ሚና
S.	
scholasticism	ተምህሮነት
secundum artem [L]	በጥበብ ወጉ
secncership	ሳንሱር፤ቀዳሚ ምርመራ
sensation	ሕውስታ
seriatim [L]	አንድባንድ
situation	ሁኔታ
skill	ክሂል
slang	የሚስጢር ቋንቋ
slogan	መፈክር
social conscuiysness	ማኅበራዊ ንቃት ሕሊና
social laws	ማሕበራዊ ሕግጋት
socialist realism	የሶሻሊስት እውነታ
solpsism	ራሳዊነት
sophism	አንደበተኛ
specific term	ብቸኛ መጠሪያ
spiritualism	መንፈሳዊነት
standard language	መደበኛ ቋንቋ
subconscious	ሰውር ሕሊና፤ዕምቅ ሕሊና(ሰ.መ)
subject matter	ነገረ-ዓለም
subject-object	አድራጊ-ተደራጊ
subjective 	ሕሊናዊ
subjective 	ሰሜታዊ
substance	ባሕሪዪት
summary	እጥርጥር
symposium	ጉባዓ
synthesis	አስተጻምሮ
system	ሥርአት
T	
term	መጠሪያ (ስያሜ)
term paper	ሰሞንኛወረቀት
terminology	ሰያሜ
the fourth estate	መገናኛ ብዙኃን
theology	ሥነ-መለኮት
theoretical knowledge	ነቢባዊ እውቀት
theory	ነቢብ፤ንደፈ ሐሳብ
thesis	አንብሮ
thought	እሳቦት
V	
value	እሴት፤ክብራት (ሰ.መ)
vice versa (L)	በተለዋጪ
vis-vis(F)	ተቃራኒ
vital	ሕይወታዊ
vowel	አናባቢ
vulgar	ግልብ
W	
world outlook	ንጽተረት ዓለም
writer	የፈጠራ ሥነ- ጽሑፍ ደራሲ
English Abbreviations Used in Writing and Printing	
በእንግሊዘኛ ቋንቋ ለጽሑፍና ለሕትመት የሚያገለግሉ አህጽሮተ- ቃላት	
A	
Abbe, or Abbrev….. Abbrevation 	…. አህጽሮተ ቃል
Abr. …. Abridged     	….. ያጠረ ጽሑፍ 
Acad. …. Academy	…..የቀለም ትምህርት
A.D. …. After date    	….. ከክርስቶስ ልደት በኋላ
A.D. {L}…. In the year of our lord	…… በዘመነ ኢየሱስ
ad fin. {L} ….at the end	….. በስተመጨረሻ
adj. ….Adjective	….. ቅጽል
adv. ….Adverb	….. ተውሳከ ግሥ
advt. …. Advertisement	….. ማስታወቂያ
A.-F. …. Anglo - French	…..  እንግሊዛዊ - ፈረንሳዊ
A. -F. …. Anglo -French 	…..  እንግሊዛዊ - ፈረንሳዊ
aff. …. Affirmative	….. አዎንታዊ
A.H. {L} …. In the year of Hegira	….. በዘመነ ሃጂራ
a.m. {L} …. Before noon	….. ከቀትር በፊት
A>M {L} …. The wonderful year, I,e.1666	….. ስደናቂ ዓመት
anal. …. Analysis	…… ትንታኔ
anon. …. Anonymous	…… ስም ያልተጻፈበት
anthrop. ….Anthropology	…… ሥነ -ሰብዕ
antiq. ….. Antiquities	….. የጥንት ጊዜያት
app. ….. Appendix	….. አባሪ
arch. ….. Architecture	….. ሥነ- ሕንፃ
archaeol. ….. Archaeology	….. ሥነ- ቅርስ
art. …… Artist	…… መጣጥፍ
art. …… Artist	….. ከያኒ
auxil. ….. Auxiliary	….. ረዳት
B	
b. ….. Book	መጽሐፍ
B.C. …..Before Christ	ከክርስቶስ ልደት በፊት
bd. …… Bound	ጽንፍ
B. es L. {F} ….. Bachelor of Letters	የሥነ- ጽሑፍ ባችለር ድግሪ
bigo. ….. Biography	የሕይወት ታሪክ
B.Litt. -Bachel or of Literature, or of Letters	የሥነ- ጽሑፍ ባችለር ድግሪ
B.Mus. -Bachelor of music	የሙዚቃ ባችለር ድግሪ
C	
cat. …. Catalogue	ዝርዝር
chron. …. Chronology	ተከታታይ
chron. ….chronihcles	ዜና መዋዕል
chs. …. Chapters	ምዕራፎች
class. ….. Classic	ብሉይ
cld. ….. Colored	ባለ ቀለም፡ የተዘባ
col. ….. Column	አምድ
coll. ….. Collection	ስብስብ
com. ….. Comedy	አስቂኝ፡ ፍግ
com. …. Commentary	ሐተታ
com. ….communication	መገናኛ
comp. …. Comparative	ተተነጻጻሪ
comp. ….composer	አቀነባባሪ
com. Ver. …. Common version	የተለመደ ትርጉም
cont. …. Content	ይዘት
contemp. …. Contemporary	ዘመንተኛ
cor. …. Correction	እርምት
cor. ….. Correspondent	ጦማረኛ
D	
d. ….Dime	ቤሳ
dec. …. Decorative	የተዋበ
def. …. Definition	ፍች
deg…… Degree	ደረጃ፡ ድግሪ
dft. …… Draft	ረቂቅ (የጽሑፍ)
dict. ….. Dictionary	 መዝገበ ቃላት 
D.Lit…. Doctor of Literature	የሥነ ጽሑፍ ዶክተር
E	
E. ….. English	እንግልዝኛ
ed. ….Education	ትምህርት
ed. …. Editor	አዘጋጅ፡ አርታዒ
edit.….Edition	እትም
Eliz. …. Elizabethan	ኤልሳቤጥ (ዘመን)
ency., or encyc….. Encyclopedia	አውደ ጥበብ
eng. ….. Engraving	ቅርጽ
et al {L} …. And  elsewhere 	እናም ሌላ ቦታ
et alii {L} …. And others	እናም ሌሎች
etc. ….. And so forth	እናም የመሳሰሉት
et seq.{L}…. And the following	እናም የመሚከተሉት
etym., or etymol	መሠረተ አመጣጥ
ex. …. Extract	የተውጣጣ  ምንባብ
F	
ff. ….Following (pages)	የሚከተሉት (ገጾች)
fict. …. Fiction	ልቦለድ
fig. ….. Figurative	ዘይቤያዊ
G	
Gaz. ….. Gazette	ጋዜጣ
I	
ib., or ibid. {L} …. In the same place	እንደቀድሞው ዝኒከማሁ
id.{L} …. The same	ተመሳሳይ
i.e. ….. That is	ያ ነው
ill., illus…..Illustration	ሥዕል
int….Interpreter	አስተጓሚ 
interj…..interjection	ቃለ አጋኖ
introd…..introduction	መግቢያ፡ መግለጫ
ital….italic	አይታሊክ
jour…. Journal	ሙያዊ መጽሔት
L	
L[L]….latin	ላቲን
L. [L] ….book	መጽሐፍ
I.c. [L] …. Lower case	ትንሽ ፊደል (ለእንገሊዝኛ)
lib. …. Library	ቤተ መጻሕፍት
lit. ….. Literature	ሥነ - ጽሑፍ
Lit. D. [L] …. Doctor of Literature	የሥነ - ጽሑፍ ዶክተር
Litt. D. [L] … Doctor of Letters	የሥነ - ጽሑፍ ዶክተር
loc. Cit [L]	ጥቁም ሥራ
M	
mag. ….Magazine	መጽሔት
mem. …. Memoir	የሕይወት ታሪክ ማስታወሻ
mem. ….memorandum	የውስጥ ማስታወሻ
M.L.A. …..Modern Language Association	ዘመናዊ ቋንቋ ማኅበር
MS., or ms. …..Manuscript	የእጅ ጽሑፍ
MSS., or mss. ….Manuscripts	የእጅ ጽሑፎች
mus. …..Museum	ቤተ መዘክር
mus…..  Music	ሙዚቃ
Mus. B.[L] …. Bachelor of music	የሙዚቃ  ባችለር ድግሪ
Musc. D. or Musc. Doc. [L] ….Doctor of Music	የሙዚቃ ዶክተር
myth. ….. Mythology	አፈ ታሪክ
N	
n. … Noun	ስም
nat. ….National	ብሔራዊ
N.T. ….New Testament	አዲስ ኪዳን
neg. …. Negative	አሉታ
n.d. ….No date	ቀን የሌለው
O	
obj. ….Objective	ተጨባጭ
O. E or OE. …..Old English	የጥንት እንግሊዘኛ
op. ….Opera	ሙዚቃዊ ድራማ
op. cit.	ጥቁም ቦታ
op., or opp. …..Opposite	ተቃራኒ
Or. ….. Oriental	የሩቅ ምስራቅ ሰው
orig. ….. Original	ወጥ
O.S. Old style	የድሮ ሞድ
O.T. ….. Old Testament	ብሉይ ኪዳን
P	
p. ….page	ገጽ
p. ….piano	ፒያኖ
p. …. Professional	ባለሙያ
p.a.[L] ….by the year	በዓመቱ
pam., pph….. Pamphlet	በራሪ ቅጅ
par. …..paragraph	አንቀጽ
par…… parenthesis	ቅንፍ
part. …. Participle	ቦዝ አንቀጽ
philos. …. Philosophy	ፍልስፍና
pinx.[L]…. He or she painted it	ሳለው (ሳለችው)
P.M or p.m. [L] ….Aftermoon	ከሰዓት በኋላ
pop. ….pop[ular	የተወደደ
pos. ….positive	አዎንታ
pp. …. Pages	ገሮች
p.p.,or p.p….. Past participle	የአላፊ ጊዜ ቦዝ አንቀጽ
p.pr. ….. Present participle	ያሁን ጊዜ ቦዝ አንቀጽ
prpep. ….preposition	መስተዋድድ
prof. ….. Professor	ፕሮፊሰር
pron. ….pronunciation	የቃላት አባባል ሰልት
prov. ….proverbs	ተረትና ምሳሌዋች
ps. …. Psalms	የዳዊት መዝሙሮች
p.s.[L] ….postscript	ተጨማሪ (ለጽሑፍ)
psend. …..pseudonym	የብእር ስም
psychol. …..psychology	ሥነ ልቦና
R	
rec. ….Recorder	ዘጋቢ (ድምጽ፤ መረጃ)
ref. …. Reference	ተጠቃሽ
rep. ….Report	ዘገባ
rep. ….Reporter	ዘገጋቢ
rev. …. Review	አቃቂር
rhet. ….Rhetoric	ንግግርን ማሳመር
R.V. ….Revised Version	የተሻለ እትም
S	
s., or S.or sect. ….section	ክፍል
sem. …. Semitic	ሴማዊ
shak. ….Shakespeare	ሼክሰፒር
S. caps., or sm. Caps.or s.c. …small Capitals	ትንሽ ካፒታል ፊደል(ለእንግሊዘኛ)
s. of sol. …. Song of solomon	የሰሎሞን መዝሙር
sp. ….spelling	ሥርዓተ ሆህያት
st…stanza	አንጎ
stat…statue	ሐውልት
suff….suffix	ባዕድ መድረሻ
